"id","category","opened","platform","clicked","purchase_value"
"User 970","B","Yes","Desktop","No",95.8849057453534
"User 467","B","Yes","Desktop","No",54.5254671379545
"User 1299","B","Yes","Desktop","Yes",0
"User 1786","B","Yes","Desktop","No",114.710023546716
"User 922","B","Yes","Desktop","No",32.2565699026133
"User 1488","B","Yes","Desktop","No",0
"User 757","B","Yes","Desktop","No",84.6303275184147
"User 1241","B","Yes","Desktop","No",59.462834789986
"User 1819","B","Yes","Desktop","No",0
"User 1173","B","Yes","Desktop","Yes",52.3104861822681
"User 1182","B","Yes","Desktop","No",47.8246209085661
"User 1006","B","Yes","Desktop","No",0
"User 1434","B","Yes","Desktop","Yes",0
"User 1699","B","Yes","Desktop","No",0
"User 464","B","Yes","Desktop","No",41.8134487149677
"User 690","B","Yes","Desktop","Yes",0
"User 476","B","Yes","Desktop","No",33.2803517459996
"User 1659","B","Yes","Desktop","No",46.780496941742
"User 430","B","Yes","Desktop","No",51.797878926202
"User 1530","B","Yes","Desktop","No",62.2997663898056
"User 1962","B","Yes","Desktop","Yes",54.4748332991363
"User 686","B","Yes","Desktop","No",43.6132194897162
"User 431","B","Yes","Desktop","Yes",72.8011312992031
"User 1153","B","Yes","Desktop","No",38.7224476299521
"User 23","B","Yes","Desktop","Yes",0
"User 497","B","Yes","Desktop","No",103.279987486574
"User 823","B","Yes","Desktop","No",39.8206524653236
"User 1749","B","Yes","Desktop","No",61.1684262049489
"User 890","B","Yes","Desktop","Yes",84.8486702954297
"User 1489","B","Yes","Desktop","No",0
"User 601","B","Yes","Desktop","Yes",0
"User 279","B","Yes","Desktop","No",59.8265314302999
"User 1490","B","Yes","Desktop","No",0
"User 1854","B","Yes","Desktop","No",63.6359495966011
"User 720","B","Yes","Desktop","No",0
"User 1563","B","Yes","Desktop","No",86.8881601126627
"User 1537","B","Yes","Desktop","No",91.8992506902941
"User 74","B","Yes","Desktop","No",45.2324535991536
"User 1057","B","Yes","Desktop","No",37.2371189213388
"User 960","B","Yes","Desktop","No",41.867499263528
"User 1005","B","Yes","Desktop","No",67.9820400261358
"User 818","B","Yes","Desktop","No",110.757471792365
"User 152","B","Yes","Desktop","No",73.8392632039857
"User 1921","B","Yes","Desktop","No",0
"User 1773","B","Yes","Desktop","No",46.9175357062089
"User 679","B","Yes","Desktop","No",41.8290879161155
"User 1326","B","Yes","Desktop","No",0
"User 912","B","Yes","Desktop","No",37.193474382844
"User 1355","B","Yes","Desktop","No",0
"User 429","B","Yes","Desktop","No",0
"User 507","B","Yes","Desktop","No",0
"User 337","B","Yes","Desktop","Yes",34.7959558740193
"User 1514","B","Yes","Desktop","No",76.289998977261
"User 394","B","Yes","Desktop","No",0
"User 1758","B","Yes","Desktop","No",42.9635807706773
"User 795","B","Yes","Desktop","No",0
"User 1229","B","Yes","Desktop","No",0
"User 480","B","Yes","Desktop","No",0
"User 320","B","Yes","Desktop","No",0
"User 1283","B","Yes","Desktop","No",47.9913702023717
"User 408","B","Yes","Desktop","Yes",87.0844646419199
"User 178","B","Yes","Desktop","No",67.2980699412747
"User 1284","B","Yes","Desktop","Yes",0
"User 1037","B","Yes","Desktop","Yes",74.1719876036761
"User 635","B","Yes","Desktop","No",0
"User 782","B","Yes","Desktop","No",0
"User 1840","B","Yes","Desktop","No",0
"User 1175","B","Yes","Desktop","No",77.2781210437742
"User 1577","B","Yes","Desktop","No",55.975521168082
"User 98","B","Yes","Desktop","Yes",42.850902519037
"User 1075","B","Yes","Desktop","Yes",54.5786768032663
"User 1097","B","Yes","Desktop","No",0
"User 776","B","Yes","Desktop","Yes",0
"User 458","B","Yes","Desktop","Yes",32.6564283030445
"User 584","B","Yes","Desktop","No",85.9235835859498
"User 1043","B","Yes","Desktop","No",0
"User 1121","B","Yes","Desktop","No",0
"User 904","B","Yes","Desktop","No",0
"User 1346","B","Yes","Desktop","No",38.9522275889423
"User 684","B","Yes","Desktop","Yes",38.5874566113222
"User 1558","B","Yes","Desktop","Yes",0
"User 1771","B","Yes","Desktop","No",36.4590603126058
"User 397","B","Yes","Desktop","Yes",82.783306791685
"User 1833","B","Yes","Desktop","No",0
"User 723","B","Yes","Desktop","No",113.995560594217
"User 964","B","Yes","Desktop","Yes",63.2834921821808
"User 1542","B","Yes","Desktop","Yes",37.6883975718995
"User 1209","B","Yes","Desktop","No",91.62267770272
"User 1816","B","Yes","Desktop","No",0
"User 1150","B","Yes","Desktop","No",109.429536849399
"User 24","B","Yes","Desktop","No",60.5328304879832
"User 1680","B","Yes","Desktop","No",0
"User 1474","B","Yes","Desktop","No",98.9060983838997
"User 1070","B","Yes","Desktop","No",51.4838686843636
"User 667","B","Yes","Desktop","Yes",0
"User 828","B","Yes","Desktop","No",0
"User 146","B","Yes","Desktop","No",109.66775810674
"User 1730","B","Yes","Desktop","No",73.6720819253429
"User 1608","B","Yes","Desktop","No",0
"User 9","B","Yes","Desktop","No",0
"User 646","B","Yes","Desktop","No",109.903326468924
"User 473","B","Yes","Desktop","Yes",69.4850454129499
"User 1159","B","Yes","Desktop","No",0
"User 514","B","Yes","Desktop","No",49.5805904781651
"User 1497","B","Yes","Desktop","No",0
"User 1263","B","Yes","Desktop","No",36.6215261492264
"User 1861","B","Yes","Desktop","No",85.5666331558456
"User 496","B","Yes","Desktop","Yes",0
"User 316","B","Yes","Desktop","Yes",0
"User 11","B","Yes","Desktop","No",75.0689706341165
"User 1905","B","Yes","Desktop","Yes",52.7709110642841
"User 1572","B","Yes","Desktop","No",77.7905405342944
"User 896","B","Yes","Desktop","No",0
"User 1340","B","Yes","Desktop","No",48.3250869299349
"User 581","B","Yes","Desktop","No",0
"User 1272","B","Yes","Desktop","Yes",125.247150315081
"User 1922","B","Yes","Desktop","Yes",0
"User 802","B","Yes","Desktop","Yes",0
"User 1425","B","Yes","Desktop","Yes",0
"User 1208","B","Yes","Desktop","No",58.1902218882342
"User 741","B","Yes","Desktop","No",67.8355719240031
"User 1913","B","Yes","Desktop","Yes",39.4653635248555
"User 1707","B","Yes","Desktop","No",40.2467012494592
"User 217","B","Yes","Desktop","Yes",86.4004338270816
"User 1506","B","Yes","Desktop","No",63.4214114018288
"User 1018","B","Yes","Desktop","No",44.7918445726697
"User 1853","B","Yes","Desktop","No",87.0124415216821
"User 442","B","Yes","Desktop","No",62.1209577082845
"User 1013","B","Yes","Desktop","No",52.9469730024447
"User 999","B","Yes","Desktop","No",0
"User 159","B","Yes","Desktop","Yes",0
"User 1095","B","Yes","Desktop","No",83.0504409467263
"User 417","B","Yes","Desktop","Yes",109.567650093302
"User 1048","B","Yes","Desktop","No",0
"User 1638","B","Yes","Desktop","No",97.3661055387108
"User 1637","B","Yes","Desktop","No",63.4176912649849
"User 1503","B","Yes","Desktop","No",95.6239640089819
"User 1764","B","Yes","Desktop","No",42.6786997371811
"User 746","B","Yes","Desktop","Yes",0
"User 92","B","Yes","Desktop","No",52.2165438153794
"User 126","B","Yes","Desktop","No",71.7810777956382
"User 270","B","Yes","Desktop","No",0
"User 385","B","Yes","Desktop","No",0
"User 368","B","Yes","Desktop","No",0
"User 1878","B","Yes","Desktop","No",67.7026798805585
"User 1180","B","Yes","Desktop","No",0
"User 1501","B","Yes","Desktop","No",31.0734721618182
"User 1049","B","Yes","Desktop","Yes",33.9723461754757
"User 973","B","Yes","Desktop","No",62.6632060004583
"User 1217","B","Yes","Desktop","No",0
"User 1383","B","Yes","Desktop","No",72.5703619485731
"User 1605","B","Yes","Desktop","No",0
"User 1345","B","Yes","Desktop","Yes",0
"User 564","B","Yes","Desktop","No",0
"User 893","B","Yes","Desktop","No",146.765585132951
"User 1685","B","Yes","Desktop","Yes",35.0144531966491
"User 1085","B","Yes","Desktop","No",62.7424642900938
"User 613","B","Yes","Desktop","No",37.0526474158319
"User 1678","B","Yes","Desktop","No",44.5546262375328
"User 1923","B","Yes","Desktop","No",0
"User 1950","B","Yes","Desktop","No",33.1404374173324
"User 856","B","Yes","Desktop","No",96.2860506367407
"User 1495","B","Yes","Desktop","No",54.7021884777298
"User 94","B","Yes","Desktop","Yes",81.6799497338704
"User 1934","B","Yes","Desktop","No",54.1570109668517
"User 1890","B","Yes","Desktop","Yes",98.8711393213302
"User 134","B","Yes","Desktop","No",44.320718484959
"User 450","B","Yes","Desktop","No",78.5654050159147
"User 1051","B","Yes","Desktop","No",44.9391591784215
"User 1323","B","Yes","Desktop","No",30.1690457945902
"User 245","B","Yes","Desktop","Yes",38.6645229384445
"User 118","B","Yes","Desktop","No",0
"User 1199","B","Yes","Desktop","No",45.2711600829967
"User 750","B","Yes","Desktop","No",38.343195318982
"User 197","B","Yes","Desktop","No",0
"User 1761","B","Yes","Desktop","No",35.1972424296705
"User 296","B","Yes","Desktop","Yes",38.1243729919255
"User 1893","B","Yes","Desktop","No",80.8742492344294
"User 63","B","Yes","Desktop","No",63.4259947224693
"User 575","B","Yes","Desktop","No",67.822260663529
"User 589","B","Yes","Desktop","Yes",69.4094587468914
"User 1712","B","Yes","Desktop","Yes",34.1298798152164
"User 1532","B","Yes","Desktop","No",41.5246073823832
"User 1507","B","Yes","Desktop","No",30.5886710112345
"User 239","B","Yes","Desktop","No",81.4104723345288
"User 456","B","Yes","Desktop","No",47.6470944416625
"User 1053","B","Yes","Desktop","Yes",75.8297424574741
"User 95","B","Yes","Desktop","Yes",0
"User 900","B","Yes","Desktop","No",0
"User 1616","B","Yes","Desktop","Yes",50.3045649074163
"User 22","B","Yes","Desktop","No",41.7403089718832
"User 880","B","Yes","Desktop","No",133.024157855595
"User 562","B","Yes","Desktop","Yes",60.7411815766635
"User 284","B","Yes","Desktop","No",0
"User 1999","B","Yes","Desktop","No",38.92527882379
"User 754","B","Yes","Desktop","No",77.3757435118489
"User 958","B","Yes","Desktop","No",43.7780718894063
"User 182","B","Yes","Desktop","Yes",0
"User 848","B","Yes","Desktop","No",0
"User 1794","B","Yes","Desktop","No",0
"User 1734","B","Yes","Desktop","No",0
"User 536","B","Yes","Desktop","No",37.1195734999038
"User 1078","B","Yes","Desktop","No",33.1520104684816
"User 1748","B","Yes","Desktop","No",88.6309801294959
"User 119","B","Yes","Desktop","Yes",69.7900064794681
"User 398","B","Yes","Desktop","Yes",99.984540926975
"User 1964","B","Yes","Desktop","No",165.603874168889
"User 380","B","Yes","Desktop","No",54.6765450131858
"User 671","B","Yes","Desktop","No",0
"User 1587","B","Yes","Desktop","Yes",32.4957387788301
"User 1954","B","Yes","Desktop","No",42.2682378772435
"User 471","B","Yes","Desktop","No",134.816231775048
"User 1089","B","Yes","Desktop","Yes",30.6779759033569
"User 1117","B","Yes","Mobile","No",34.9404557861021
"User 1270","B","Yes","Mobile","No",69.7992710751594
"User 407","B","Yes","Mobile","No",71.1681667763548
"User 744","B","Yes","Mobile","No",0
"User 1953","B","Yes","Mobile","Yes",46.3789332953724
"User 530","B","Yes","Mobile","No",0
"User 936","B","Yes","Mobile","No",62.6180304952313
"User 1682","B","Yes","Mobile","No",92.8997022504801
"User 1785","B","Yes","Mobile","No",0
"User 638","B","Yes","Mobile","No",0
"User 1600","B","Yes","Mobile","Yes",0
"User 1155","B","Yes","Mobile","Yes",60.1656242588306
"User 543","B","Yes","Mobile","No",89.1862478332116
"User 1455","B","Yes","Mobile","Yes",49.3610901492569
"User 1403","B","Yes","Mobile","Yes",41.0029996062044
"User 91","B","Yes","Mobile","No",0
"User 300","B","Yes","Mobile","Yes",87.6789450925567
"User 1979","B","Yes","Mobile","No",99.992290365055
"User 1704","B","Yes","Mobile","No",34.6665526387108
"User 475","B","Yes","Mobile","No",40.4220919935736
"User 678","B","Yes","Mobile","No",43.8231537209996
"User 1305","B","Yes","Mobile","No",52.370808511799
"User 706","B","Yes","Mobile","No",0
"User 1720","B","Yes","Mobile","No",0
"User 1142","B","Yes","Mobile","Yes",103.786871683814
"User 504","B","Yes","Mobile","Yes",74.8987096091587
"User 957","B","Yes","Mobile","Yes",30.565700227804
"User 39","B","Yes","Mobile","No",61.158394153929
"User 1158","B","Yes","Mobile","No",0
"User 1335","B","Yes","Mobile","No",0
"User 415","B","Yes","Mobile","Yes",0
"User 588","B","Yes","Mobile","No",98.8059799342387
"User 1342","B","Yes","Mobile","No",0
"User 1147","B","Yes","Mobile","No",0
"User 1622","B","Yes","Mobile","Yes",75.5252283523473
"User 1857","B","Yes","Mobile","No",0
"User 1582","B","Yes","Mobile","No",0
"User 466","B","Yes","Mobile","Yes",30.7542285913022
"User 1612","B","Yes","Mobile","Yes",88.2232844276664
"User 41","B","Yes","Mobile","No",0
"User 485","B","Yes","Mobile","No",92.2526981942703
"User 257","B","Yes","Mobile","No",0
"User 1019","B","Yes","Mobile","Yes",109.586547086903
"User 1079","B","Yes","Mobile","Yes",0
"User 694","B","Yes","Mobile","Yes",43.3229469108317
"User 1946","B","Yes","Mobile","Yes",51.9829349934589
"User 1874","B","Yes","Mobile","No",0
"User 894","B","Yes","Mobile","Yes",88.6034632123108
"User 1817","B","Yes","Mobile","No",83.5927860991578
"User 996","B","Yes","Mobile","No",42.4260247234177
"User 1029","B","Yes","Mobile","No",54.5239137469969
"User 254","B","Yes","Mobile","No",45.0911592769911
"User 961","B","Yes","Mobile","Yes",70.8048416419926
"User 884","B","Yes","Mobile","Yes",133.638252265333
"User 137","B","Yes","Mobile","Yes",131.741458352354
"User 1801","B","Yes","Mobile","Yes",0
"User 1533","B","Yes","Mobile","Yes",62.5631920839177
"User 62","B","Yes","Mobile","No",30.4938058118536
"User 1236","B","Yes","Mobile","Yes",44.7023648554917
"User 1963","B","Yes","Mobile","Yes",0
"User 1306","B","Yes","Mobile","No",100.562919333704
"User 838","B","Yes","Mobile","No",35.789589912898
"User 168","B","Yes","Mobile","No",34.0647564120678
"User 1033","B","Yes","Mobile","Yes",37.8781220489467
"User 1410","B","Yes","Mobile","Yes",42.85366905275
"User 1571","B","Yes","Mobile","Yes",53.6075159085122
"User 805","B","Yes","Mobile","Yes",66.1055255098307
"User 1847","B","Yes","Mobile","Yes",34.6968573429244
"User 919","B","Yes","Mobile","Yes",124.005517075128
"User 1174","B","Yes","Mobile","No",103.884388155813
"User 1310","B","Yes","Mobile","No",103.403957123434
"User 1989","B","Yes","Mobile","No",43.2523428649569
"User 1454","B","Yes","Mobile","Yes",0
"User 1580","B","Yes","Mobile","No",0
"User 1983","B","Yes","Mobile","Yes",0
"User 516","B","Yes","Mobile","Yes",0
"User 1119","B","Yes","Mobile","Yes",89.1702918919539
"User 846","B","Yes","Mobile","No",31.8026154535065
"User 1087","B","Yes","Mobile","No",90.6793825242205
"User 1951","B","Yes","Mobile","No",54.9298085954033
"User 272","B","Yes","Mobile","No",61.7883449952547
"User 871","B","Yes","Mobile","No",67.6844599149042
"User 1595","B","Yes","Mobile","No",0
"User 1617","B","Yes","Mobile","No",119.887083377673
"User 1805","B","Yes","Mobile","No",55.2842623743239
"User 313","B","Yes","Mobile","Yes",59.8067809699313
"User 755","B","Yes","Mobile","No",51.9451349739263
"User 1525","B","Yes","Mobile","Yes",59.8607833712909
"User 331","B","Yes","Mobile","No",87.4932235004484
"User 1597","B","Yes","Mobile","No",38.8878516197321
"User 329","B","Yes","Mobile","Yes",31.3846511102306
"User 1482","B","Yes","Mobile","No",34.8654002916567
"User 1599","B","Yes","Mobile","Yes",69.1095889473657
"User 789","B","Yes","Mobile","Yes",33.3259465443177
"User 3","B","Yes","Mobile","No",108.426528855135
"User 1277","B","Yes","Mobile","No",0
"User 634","B","Yes","Mobile","No",0
"User 1746","B","Yes","Mobile","Yes",0
"User 1473","B","Yes","Mobile","No",92.5742806243127
"User 1376","B","Yes","Mobile","No",91.3670036229451
"User 1713","B","No",NA,NA,0
"User 311","B","No",NA,NA,56.2644690692342
"User 1642","B","No",NA,NA,0
"User 1952","B","No",NA,NA,0
"User 492","B","No",NA,NA,0
"User 1327","B","No",NA,NA,48.7507544039964
"User 359","B","No",NA,NA,75.1416001006587
"User 1212","B","No",NA,NA,0
"User 1358","B","No",NA,NA,39.8698885171282
"User 843","B","No",NA,NA,0
"User 1285","B","No",NA,NA,74.7643779835555
"User 535","B","No",NA,NA,0
"User 1868","B","No",NA,NA,56.9871909162935
"User 668","B","No",NA,NA,0
"User 198","B","No",NA,NA,0
"User 196","B","No",NA,NA,35.6853120085845
"User 1179","B","No",NA,NA,0
"User 1094","B","No",NA,NA,61.2657832783853
"User 1281","B","No",NA,NA,0
"User 1156","B","No",NA,NA,0
"User 512","B","No",NA,NA,39.264361694782
"User 1034","B","No",NA,NA,75.2582501594435
"User 1658","B","No",NA,NA,95.4783984971722
"User 1315","B","No",NA,NA,53.0124145768837
"User 742","B","No",NA,NA,114.374219201995
"User 624","B","No",NA,NA,63.7251894409451
"User 520","B","No",NA,NA,0
"User 1393","B","No",NA,NA,38.4702758151124
"User 1645","B","No",NA,NA,68.2728557820858
"User 676","B","No",NA,NA,0
"User 1539","B","No",NA,NA,79.6612230002193
"User 1275","B","No",NA,NA,59.1680916695941
"User 1320","B","No",NA,NA,0
"User 1898","B","No",NA,NA,69.4743401582526
"User 539","B","No",NA,NA,78.2983083629122
"User 1541","B","No",NA,NA,0
"User 133","B","No",NA,NA,83.0917910288971
"User 1426","B","No",NA,NA,50.4687075353073
"User 1967","B","No",NA,NA,49.2658715722867
"User 389","B","No",NA,NA,0
"User 1064","B","No",NA,NA,62.9458818673474
"User 696","B","No",NA,NA,0
"User 527","B","No",NA,NA,0
"User 982","B","No",NA,NA,0
"User 393","B","No",NA,NA,54.3104994997745
"User 863","B","No",NA,NA,0
"User 632","B","No",NA,NA,75.8024031586594
"User 948","B","No",NA,NA,51.7823245227132
"User 1562","B","No",NA,NA,74.6577763864937
"User 1842","B","No",NA,NA,0
"User 435","B","No",NA,NA,0
"User 1938","B","No",NA,NA,0
"User 728","B","No",NA,NA,36.5527628002401
"User 558","B","No",NA,NA,150.751993875299
"User 1855","B","No",NA,NA,80.2167196915224
"User 1207","B","No",NA,NA,43.6376736535776
"User 1400","B","No",NA,NA,0
"User 1902","B","No",NA,NA,0
"User 70","B","No",NA,NA,0
"User 1381","B","No",NA,NA,62.7911025873749
"User 465","B","No",NA,NA,110.643114936289
"User 1126","B","No",NA,NA,46.8212504306661
"User 1411","B","No",NA,NA,85.7762862413986
"User 761","B","No",NA,NA,65.6608128679661
"User 1787","B","No",NA,NA,0
"User 1204","B","No",NA,NA,58.467725780955
"User 1055","B","No",NA,NA,0
"User 1566","B","No",NA,NA,63.8432730652727
"User 1255","B","No",NA,NA,0
"User 38","B","No",NA,NA,71.3946850573185
"User 309","B","No",NA,NA,42.1152488172514
"User 219","B","No",NA,NA,0
"User 327","B","No",NA,NA,88.6585092530878
"User 882","B","No",NA,NA,119.140842538121
"User 1231","B","No",NA,NA,0
"User 73","B","No",NA,NA,0
"User 1066","B","No",NA,NA,86.3927184787692
"User 1419","B","No",NA,NA,0
"User 1246","B","No",NA,NA,70.3305440247738
"User 7","B","No",NA,NA,98.9611139692883
"User 561","B","No",NA,NA,36.2805583820749
"User 172","B","No",NA,NA,0
"User 808","B","No",NA,NA,87.0435795320906
"User 1762","B","No",NA,NA,0
"User 472","B","No",NA,NA,62.6979726783895
"User 165","B","No",NA,NA,34.5217664659516
"User 1711","B","No",NA,NA,0
"User 390","B","No",NA,NA,50.886270385785
"User 125","B","No",NA,NA,76.2606936100553
"User 378","B","No",NA,NA,88.4485407103322
"User 1778","B","No",NA,NA,105.582923327587
"User 1975","B","No",NA,NA,0
"User 600","B","No",NA,NA,62.8602475092156
"User 1960","B","No",NA,NA,45.8592288637292
"User 1936","B","No",NA,NA,66.6893167170196
"User 505","B","No",NA,NA,54.7551051186801
"User 1540","B","No",NA,NA,65.1523487731096
"User 1776","B","No",NA,NA,101.559284801395
"User 342","B","No",NA,NA,0
"User 1233","B","No",NA,NA,53.2373922759258
"User 164","B","No",NA,NA,49.1553857708289
"User 905","B","No",NA,NA,61.5555011655725
"User 224","B","No",NA,NA,0
"User 1631","B","No",NA,NA,0
"User 287","B","No",NA,NA,0
"User 1628","B","No",NA,NA,0
"User 1603","B","No",NA,NA,0
"User 1744","B","No",NA,NA,67.3611277915311
"User 1096","B","No",NA,NA,45.2102674465181
"User 1724","B","No",NA,NA,0
"User 1093","B","No",NA,NA,110.507461611811
"User 1791","B","No",NA,NA,109.482475913991
"User 1282","B","No",NA,NA,0
"User 1556","B","No",NA,NA,0
"User 451","B","No",NA,NA,54.8540589423841
"User 1987","B","No",NA,NA,45.622485289267
"User 1689","B","No",NA,NA,0
"User 17","B","No",NA,NA,31.6075890624634
"User 1486","B","No",NA,NA,0
"User 171","B","No",NA,NA,49.5375291790044
"User 1438","B","No",NA,NA,58.5879847425647
"User 21","B","No",NA,NA,0
"User 183","B","No",NA,NA,30.5994323368545
"User 255","B","No",NA,NA,87.4809277586753
"User 199","B","No",NA,NA,98.2311405938326
"User 1399","B","No",NA,NA,41.8174520621635
"User 271","B","No",NA,NA,54.2975283693298
"User 308","B","No",NA,NA,0
"User 231","B","No",NA,NA,46.0822956007322
"User 669","B","No",NA,NA,52.2289130919576
"User 1026","B","No",NA,NA,60.9689571259197
"User 617","B","No",NA,NA,0
"User 956","B","No",NA,NA,0
"User 983","B","No",NA,NA,37.8800656313358
"User 1684","B","No",NA,NA,45.3158374096619
"User 294","B","No",NA,NA,40.0197500902635
"User 1656","B","No",NA,NA,41.3047918573509
"User 356","B","No",NA,NA,0
"User 1927","B","No",NA,NA,0
"User 1325","B","No",NA,NA,107.353162931738
"User 459","B","No",NA,NA,71.1637634032752
"User 1127","B","No",NA,NA,36.2926320423696
"User 979","B","No",NA,NA,0
"User 1810","B","No",NA,NA,33.0412249563779
"User 861","B","No",NA,NA,77.4770993607263
"User 1931","B","No",NA,NA,39.5242260868832
"User 938","B","No",NA,NA,37.4543620624132
"User 402","B","No",NA,NA,0
"User 1567","B","No",NA,NA,63.283169840561
"User 1547","B","No",NA,NA,0
"User 1576","B","No",NA,NA,46.9431895769638
"User 1668","B","No",NA,NA,37.3544494239112
"User 247","B","No",NA,NA,0
"User 633","B","No",NA,NA,46.7929273021255
"User 405","B","No",NA,NA,0
"User 357","B","No",NA,NA,47.5475111738929
"User 559","B","No",NA,NA,32.4176829504658
"User 984","B","No",NA,NA,33.6660741094343
"User 1827","B","No",NA,NA,31.2717769741511
"User 1264","B","No",NA,NA,65.0792825926543
"User 1526","B","No",NA,NA,0
"User 1892","B","No",NA,NA,42.215012882758
"User 1601","B","No",NA,NA,0
"User 1262","B","No",NA,NA,0
"User 738","B","No",NA,NA,62.4401287356184
"User 534","B","No",NA,NA,68.4962579673929
"User 747","B","No",NA,NA,0
"User 1416","B","No",NA,NA,0
"User 1681","B","No",NA,NA,0
"User 403","B","No",NA,NA,0
"User 621","B","No",NA,NA,0
"User 1651","B","No",NA,NA,77.0995334618728
"User 1068","B","No",NA,NA,60.7837602542357
"User 764","B","No",NA,NA,177.771329985694
"User 767","B","No",NA,NA,0
"User 695","B","No",NA,NA,0
"User 1294","B","No",NA,NA,81.8435510572343
"User 608","B","No",NA,NA,60.9793795690916
"User 1961","B","No",NA,NA,33.6112619768551
"User 775","B","No",NA,NA,0
"User 1099","B","No",NA,NA,58.6384651867403
"User 1007","B","No",NA,NA,53.2094774042282
"User 1714","B","No",NA,NA,0
"User 722","B","No",NA,NA,84.6035588626096
"User 226","B","No",NA,NA,0
"User 1904","B","No",NA,NA,68.0044924612256
"User 423","B","No",NA,NA,32.4643554362789
"User 1205","B","No",NA,NA,0
"User 895","B","No",NA,NA,0
"User 16","B","No",NA,NA,98.0936861674623
"User 1112","B","No",NA,NA,48.7049715212141
"User 1339","B","No",NA,NA,42.8393426708152
"User 849","B","No",NA,NA,0
"User 1485","B","No",NA,NA,41.3379466764081
"User 1772","B","No",NA,NA,0
"User 448","B","No",NA,NA,85.0434377423671
"User 1835","B","No",NA,NA,60.2984312267125
"User 1028","B","No",NA,NA,53.8037725912944
"User 642","B","No",NA,NA,0
"User 470","B","No",NA,NA,0
"User 1590","B","No",NA,NA,0
"User 1875","B","No",NA,NA,0
"User 637","B","No",NA,NA,0
"User 820","B","No",NA,NA,39.2627717166711
"User 845","B","No",NA,NA,0
"User 817","B","No",NA,NA,0
"User 778","B","No",NA,NA,75.9781025201095
"User 370","B","No",NA,NA,110.249249970478
"User 1432","B","No",NA,NA,0
"User 1290","B","No",NA,NA,89.8940005257934
"User 752","B","No",NA,NA,85.0446934125289
"User 1997","B","No",NA,NA,0
"User 251","B","No",NA,NA,35.1808434378178
"User 1996","B","No",NA,NA,0
"User 1060","B","No",NA,NA,0
"User 889","B","No",NA,NA,0
"User 724","B","No",NA,NA,106.591969849116
"User 654","B","No",NA,NA,0
"User 748","B","No",NA,NA,0
"User 865","B","No",NA,NA,0
"User 1846","B","No",NA,NA,108.560304727239
"User 376","B","No",NA,NA,0
"User 419","B","No",NA,NA,62.7511357381538
"User 295","B","No",NA,NA,56.1946256246066
"User 1124","B","No",NA,NA,0
"User 97","B","No",NA,NA,110.999433608423
"User 344","B","No",NA,NA,43.0192835046469
"User 513","B","No",NA,NA,62.2603091451337
"User 154","B","No",NA,NA,51.4127374482093
"User 150","B","No",NA,NA,45.4107651920894
"User 243","B","No",NA,NA,0
"User 205","B","No",NA,NA,0
"User 1797","B","No",NA,NA,0
"User 1578","B","No",NA,NA,42.1818918989299
"User 1956","B","No",NA,NA,0
"User 1274","B","No",NA,NA,0
"User 570","B","No",NA,NA,65.6222778932019
"User 891","B","No",NA,NA,43.9414915572505
"User 1036","B","No",NA,NA,0
"User 401","B","No",NA,NA,0
"User 1336","B","No",NA,NA,0
"User 96","B","No",NA,NA,40.2603883546183
"User 384","B","No",NA,NA,0
"User 233","B","No",NA,NA,49.4661130362265
"User 1446","B","No",NA,NA,78.1246706532011
"User 275","B","No",NA,NA,94.7973676670682
"User 768","B","No",NA,NA,99.0911841343032
"User 200","B","No",NA,NA,54.1258731166926
"User 1688","B","No",NA,NA,81.7033355229254
"User 1349","B","No",NA,NA,114.104066612492
"User 445","B","No",NA,NA,42.133572786687
"User 486","B","No",NA,NA,0
"User 585","B","No",NA,NA,0
"User 1625","B","No",NA,NA,43.4166372392326
"User 1903","B","No",NA,NA,34.352693727436
"User 1536","B","No",NA,NA,60.7366261855853
"User 885","B","No",NA,NA,85.4144367380022
"User 806","B","No",NA,NA,40.4591236597361
"User 1565","B","No",NA,NA,0
"User 1177","B","No",NA,NA,0
"User 109","B","No",NA,NA,47.9983241298054
"User 1859","B","No",NA,NA,0
"User 51","B","No",NA,NA,0
"User 1278","B","No",NA,NA,0
"User 1977","B","No",NA,NA,0
"User 174","B","No",NA,NA,138.332381540177
"User 1632","B","No",NA,NA,45.757258994644
"User 945","B","No",NA,NA,48.8002051723959
"User 5","B","No",NA,NA,85.8003391750179
"User 1337","B","No",NA,NA,60.4779795010362
"User 1692","B","No",NA,NA,49.0941964492061
"User 1483","B","No",NA,NA,0
"User 1280","B","No",NA,NA,0
"User 346","B","No",NA,NA,0
"User 787","B","No",NA,NA,55.2734305778543
"User 786","B","No",NA,NA,48.7206347388681
"User 1832","B","No",NA,NA,0
"User 1974","B","No",NA,NA,103.158801971129
"User 1613","B","No",NA,NA,86.3198333662581
"User 799","B","No",NA,NA,75.9593984318362
"User 461","B","No",NA,NA,59.8325926183906
"User 1502","B","No",NA,NA,63.6609458369549
"User 44","B","No",NA,NA,0
"User 656","B","No",NA,NA,66.5157378550041
"User 15","B","No",NA,NA,83.9514985868738
"User 569","B","No",NA,NA,49.9849970567698
"User 1375","B","No",NA,NA,0
"User 1169","B","No",NA,NA,54.1424172876301
"User 1811","B","No",NA,NA,0
"User 814","B","No",NA,NA,0
"User 207","B","No",NA,NA,73.8175267429723
"User 1650","B","No",NA,NA,46.2211669584412
