"Orszag","IskolaTipusa","Nem","SzamitogepekOtthon","OraszamIskolaMat","OraszamIskolaTermTud","OraszamOtthonMat","OraszamOtthonTermTud","OraszamOtthonNyelv","KulonOrakMat","KulonOrakTermTud","KulonOrakNyelv","PontMat","PontSzovegertes","PontTermTud"
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,2,1,2,NA,NA,NA,NA,456.078,438.389,495.633
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,NA,NA,NA,NA,NA,NA,389.923,358.708,427.176
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,2,NA,NA,NA,NA,NA,NA,537.169,482.639,483.929
"HUN      ","Szakmunkaskepzo","Ferfi","2",NA,NA,19,14,11,10,5,5,470.632,388.534,432.184
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,3,1,1,1,0,0,0,460.828,432.416,472.417
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,2,0,2,1,NA,NA,NA,469.045,361.856,475.659
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,2,2,0,1,NA,NA,NA,396.496,352.311,378.664
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,2,4,4,4,NA,NA,NA,472.297,426.586,490.865
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,2,5,4,5,NA,NA,NA,363.27,366.211,381.06
"HUN      ","Szakmunkaskepzo","Ferfi","1",NA,NA,30,30,30,NA,NA,NA,477.358,340.103,445.951
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",6,15,11,11,9,10,10,NA,418.04,402.075,479.84
"HUN      ","Szakmunkaskepzo","Ferfi","1",0,0,NA,NA,NA,NA,NA,NA,423.381,469.021,449.405
"HUN      ","Szakmunkaskepzo","Ferfi",NA,NA,NA,NA,NA,NA,NA,NA,NA,436.413,412.077,436.609
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,0,16,15,6,6,10,14,606.578,489.742,534.283
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,2,4,1,0,0,0,614.421,589.775,571.369
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,2,1,2,1,2,2,565.737,537.08,486.507
"HUN      ","Gimn4Osztalyos","No","1",3,6,0,3,NA,NA,NA,NA,557.557,613.156,617.655
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,0,6,0,0,0,0,470.984,523.439,550.139
"HUN      ","Gimn4Osztalyos","No","1",3,4,5,NA,5,NA,NA,NA,482.703,377.338,398.157
"HUN      ","Gimn4Osztalyos","No","2",3,4,1,1,1,0,1,0,472.401,622.534,580.87
"HUN      ","Gimn4Osztalyos","No","1",3,6,0,5,4,0,0,0,429.312,462.156,506.44
"HUN      ","Gimn4Osztalyos","No","1",4,4,1,1,2,0,1,0,581.245,569.345,557.482
"HUN      ","Gimn4Osztalyos","No","2",4,6,2,1,0,0,0,0,433.501,467.79,494.706
"HUN      ","Gimn4Osztalyos","No","1",4,6,1,NA,3,NA,NA,NA,450.923,519.293,446.774
"HUN      ","Gimn4Osztalyos","No",">=3",4,6,9,2,3,NA,1,NA,506.34,586.316,570.603
"HUN      ","Gimn4Osztalyos","No","2",0,0,NA,NA,NA,NA,NA,NA,431.648,504.273,479.719
"HUN      ","Gimn4Osztalyos","No","1",2,0,4,NA,NA,NA,NA,NA,446.625,470.338,456.557
"HUN      ","Gimn4Osztalyos","No","2",2,0,2,NA,NA,NA,2,NA,426.647,515.833,482.038
"HUN      ","Gimn4Osztalyos","No","2",1,0,7,4,7,0,0,0,570.046,594.625,589.56
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,2,NA,1,NA,2,1,508.413,502.143,455.207
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,2,NA,2,0,0,0,569.211,559.568,553.828
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,1,NA,1,NA,NA,NA,538.303,534.023,530.94
"HUN      ","Gimn4Osztalyos","Ferfi",NA,3,4,2,3,1,NA,NA,NA,401.281,565.339,482.205
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,6,0,3,4,0,0,0,576.733,567.304,593.869
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,3,1,1,1,2,0,653.034,583.331,637.035
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,1,1,0,2,0,709.449,649.069,646.612
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,6,1,NA,NA,NA,1,NA,528.978,561.213,615.615
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,3,1,0,1,0,1,0,519.537,568.229,598.761
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",2,0,6,NA,2,NA,1,NA,559.401,590.808,591.898
"HUN      ","Gimn4Osztalyos","Ferfi","1",2,0,4,NA,NA,NA,NA,NA,573.977,579.874,593.743
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,0,3,0,1,0,0,0,669.213,690.86,691.818
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",1,0,1,0,1,0,0,0,526.835,467.353,492.747
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,0,0,0,0,0,0,0,589.448,554.625,657.142
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",1,0,1,NA,NA,NA,NA,NA,488.725,546.554,506.567
"HUN      ","Gimn4Osztalyos","No","2",3,7,6,15,10,0,0,0,582.351,511.234,516.591
"HUN      ","Gimn4Osztalyos","No","1",3,6,1,1,1,0,0,0,541.91,552.61,536.033
"HUN      ","Gimn4Osztalyos","No",">=3",3,6,7,5,3,0,1,0,670.923,650.583,656.689
"HUN      ","Szakkozep","No",">=3",2,0,1,0,1,0,0,0,520.815,506.147,526.448
"HUN      ","Szakkozep","No",">=3",2,0,1,0,1,0,0,0,543.76,551.949,542.642
"HUN      ","Szakkozep","No",">=3",4,4,3,NA,1,1,3,1,335.993,433.219,370.618
"HUN      ","Szakkozep","No","1",4,4,1,3,1,NA,NA,NA,528.657,538.497,569.226
"HUN      ","Szakkozep","No",">=3",2,0,2,NA,3,NA,NA,NA,489.923,516.73,502.216
"HUN      ","Szakkozep","No",">=3",4,4,1,1,1,NA,NA,NA,506.273,430.317,466.307
"HUN      ","Szakkozep","No","2",2,0,2,NA,1,NA,1,NA,237.424,290.105,287.598
"HUN      ","Szakkozep","No","2",3,4,3,2,5,2,3,4,404.957,486.399,407.67
"HUN      ","Szakkozep","No","1",5,4,3,2,5,NA,NA,NA,349.393,408.124,383.207
"HUN      ","Szakkozep","No","1",3,4,2,3,3,NA,NA,NA,551.922,540.845,537.92
"HUN      ","Szakkozep","No","2",4,4,12,4,5,2,5,3,389.505,413.621,414.342
"HUN      ","Szakkozep","No","2",2,0,4,2,1,1,1,1,514.284,498.459,511.806
"HUN      ","Szakkozep","No","1",6,4,1,1,0,0,0,0,301.514,376.665,323.867
"HUN      ","Szakkozep","No","1",2,0,1,0,1,NA,NA,NA,400.698,465.178,416.973
"HUN      ","Szakkozep","No",NA,2,0,1,0,1,0,0,0,397.921,407.088,461.965
"HUN      ","Szakkozep","No",">=3",2,0,3,0,3,0,0,0,441.206,433.245,467.248
"HUN      ","Szakkozep","No","2",2,0,2,0,2,NA,NA,NA,402.239,436.06,428.324
"HUN      ","Szakkozep","No",">=3",3,4,6,5,6,0,0,0,517.073,555.38,552.093
"HUN      ","Szakkozep","No","2",4,4,8,NA,NA,NA,NA,NA,504.195,425.545,476.097
"HUN      ","Szakkozep","No","2",4,4,4,2,4,0,0,0,510.958,468.612,498.426
"HUN      ","Szakkozep","Ferfi",">=3",4,4,11,0,1,0,2,0,414.217,342.804,348.299
"HUN      ","Szakkozep","Ferfi","2",3,4,2,2,2,NA,2,NA,467.949,491.793,452.029
"HUN      ","Szakkozep","Ferfi",">=3",4,4,4,4,4,0,0,0,474.281,446.599,472.986
"HUN      ","Szakkozep","Ferfi","1",4,4,2,1,3,NA,1,NA,465.139,479.357,536.348
"HUN      ","Szakkozep","Ferfi",">=3",4,4,18,1,3,0,0,0,524.159,456.408,502.96
"HUN      ","Szakkozep","Ferfi","1",4,4,0,0,0,0,0,0,502.38,475.638,496.265
"HUN      ","Szakkozep","Ferfi","2",4,4,4,NA,4,0,0,0,521.176,363.207,475.307
"HUN      ","Szakkozep","No","2",3,5,2,1,4,NA,NA,NA,516.685,464.047,454.224
"HUN      ","Szakkozep","No","0",3,5,1,1,2,0,0,1,550.124,568.18,552.662
"HUN      ","Szakkozep","No",">=3",3,5,NA,1,1,0,0,0,498.315,510.284,516.877
"HUN      ","Szakkozep","No","2",3,5,3,2,3,0,1,0,576.117,640.954,642.027
"HUN      ","Szakkozep","Ferfi","2",3,5,2,1,4,0,0,0,599.211,607.287,615.525
"HUN      ","Szakkozep","Ferfi",">=3",3,5,NA,NA,1,0,0,1,410.351,418.148,421.765
"HUN      ","Szakkozep","No","2",4,4,NA,NA,NA,NA,NA,NA,505.62,471.955,461.815
"HUN      ","Szakkozep","No","0",4,4,5,4,5,0,1,0,462.451,500.423,444.783
"HUN      ","Szakkozep","No","2",4,4,5,2,1,0,2,0,461.825,501.309,461.259
"HUN      ","Szakkozep","No",">=3",4,5,15,10,15,NA,2,NA,418.858,424.857,373.367
"HUN      ","Szakkozep","No","1",4,5,4,3,3,10,11,12,393.784,425.693,447.041
"HUN      ","Szakkozep","No","2",4,4,2,2,2,NA,NA,NA,555.608,560.525,574.107
"HUN      ","Szakkozep","No","2",4,4,8,7,7,0,0,0,514.877,500.896,512.361
"HUN      ","Szakkozep","Ferfi","1",4,4,6,7,8,12,12,12,403.514,356.009,364.973
"HUN      ","Szakkozep","Ferfi","2",4,4,5,7,3,NA,NA,NA,562.906,512.419,524.377
"HUN      ","Szakkozep","Ferfi","1",4,4,4,2,4,0,0,0,580.977,436.859,505.384
"HUN      ","Szakkozep","Ferfi","2",4,4,2,10,6,0,0,0,662.868,564.582,663.867
"HUN      ","Szakkozep","Ferfi","2",4,4,9,9,15,8,4,9,466.645,392.612,416.608
"HUN      ","Szakkozep","Ferfi",">=3",5,4,NA,4,5,NA,NA,NA,609.449,594.22,535.87
"HUN      ","Szakkozep","Ferfi","1",4,4,3,5,8,2,2,5,552.425,498.839,481.53
"HUN      ","Szakkozep","Ferfi","1",4,10,1,2,1,1,1,1,436.905,327.359,402.294
"HUN      ","Szakkozep","Ferfi","2",4,4,1,NA,1,NA,NA,NA,639.042,474.223,591.972
"HUN      ","Szakkozep","Ferfi","1",4,4,5,7,6,0,0,0,528.48,394.692,374.176
"HUN      ","Szakkozep","Ferfi","2",4,4,6,2,2,NA,6,NA,420.423,429.525,466.708
"HUN      ","Szakkozep","Ferfi",">=3",4,4,2,0,1,0,0,0,581.871,644.997,594.809
"HUN      ","Szakkozep","Ferfi","2",5,4,1,12,6,1,1,0,501.496,375.83,428.436
"HUN      ","Szakkozep","Ferfi","2",3,4,8,6,4,NA,NA,NA,415.726,379.52,385.481
"HUN      ","Szakkozep","Ferfi","2",4,4,1,1,1,0,0,0,528.524,463.659,510.595
"HUN      ","Szakkozep","Ferfi","2",4,8,2,3,3,NA,NA,NA,544.227,455.191,489.348
"HUN      ","Szakkozep","Ferfi","2",4,4,5,4,10,NA,3,NA,519.421,440.762,485.455
"HUN      ","Szakkozep","Ferfi","1",5,4,NA,7,10,NA,NA,NA,529.523,473.681,514.755
"HUN      ","Szakkozep","Ferfi","1",4,4,4,4,4,15,9,9,459.065,426.7,437.738
"HUN      ","Szakkozep","Ferfi","0",0,0,0,0,0,0,0,0,435.648,325.152,396.327
"HUN      ","Szakkozep","Ferfi","1",4,4,4,2,4,2,4,4,490.55,439.516,462.714
"HUN      ","Szakkozep","No",">=3",4,6,2,1,5,5,8,7,539.948,523.64,539.817
"HUN      ","Szakkozep","No","1",4,6,2,6,4,5,2,5,466.905,519.647,487.034
"HUN      ","Szakkozep","Ferfi","1",4,6,1,3,7,0,0,0,661.074,586.836,579.914
"HUN      ","Szakkozep","Ferfi","1",4,6,3,NA,4,NA,1,NA,468.876,402.579,434.443
"HUN      ","Szakkozep","Ferfi","2",4,6,4,3,2,2,4,2,493.522,470.396,536.826
"HUN      ","Szakmunkaskepzo","No","2",2,3,3,4,1,NA,NA,NA,321.213,260.753,291.828
"HUN      ","Szakmunkaskepzo","No","2",3,9,NA,NA,NA,NA,NA,NA,337.124,328.963,353.493
"HUN      ","Szakmunkaskepzo","No","2",6,2,1,NA,2,NA,NA,1,251.298,354.918,327.242
"HUN      ","Szakmunkaskepzo","No","1",2,3,11,13,13,4,5,2,302.124,274.338,294.496
"HUN      ","Szakmunkaskepzo","No","2",4,4,2,1,1,NA,NA,NA,397.789,470.406,437.469
"HUN      ","Szakmunkaskepzo","No","1",3,1,NA,NA,NA,NA,NA,NA,367.748,357.657,379.29
"HUN      ","Szakmunkaskepzo","No","0",2,3,2,3,3,NA,NA,NA,354.428,315.285,383.871
"HUN      ","Szakmunkaskepzo","No","1",2,4,NA,NA,NA,NA,NA,NA,449.574,450.068,428.688
"HUN      ","Szakmunkaskepzo","No","1",3,3,2,2,2,0,0,NA,414.249,429.904,401.225
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,3,NA,NA,NA,0,3,0,472.021,529.221,595.12
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,3,0,0,0,0,0,0,432.173,450.719,377.702
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,3,1,1,1,NA,NA,NA,338.851,290.394,259.332
"HUN      ","Szakmunkaskepzo","Ferfi","2",4,3,30,2,28,6,9,13,442.5,380.334,440.154
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,1,1,1,4,4,3,386.769,269.289,332.314
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,0,2,2,0,0,0,389.2,315.83,338.06
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,4,11,10,8,11,17,10,324.23,313.422,296.684
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,3,2,1,0,0,0,447.522,364.732,441.825
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,4,4,4,4,NA,NA,NA,393.167,332.524,357.344
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,NA,NA,NA,NA,NA,NA,425.719,349.181,393.986
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,1,1,1,1,1,1,361.982,384.052,370.369
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,3,2,1,3,1,3,3,317.502,372.577,353.421
"HUN      ","Szakmunkaskepzo","No","1",2,0,NA,NA,2,NA,NA,NA,432.311,399.311,417.712
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,0,10,14,19,13,10,12,480.921,311.223,305.228
"HUN      ","Szakmunkaskepzo","Ferfi","2",2,0,2,NA,2,NA,4,3,299.137,316.102,343.966
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,4,4,1,5,NA,NA,NA,476.09,357.007,454.68
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",4,5,6,8,4,7,9,7,415.088,341.455,407.305
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,4,1,1,1,NA,NA,NA,455.234,367.834,438.533
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",5,6,NA,NA,NA,NA,NA,NA,471.714,471.063,503.775
"HUN      ","Szakmunkaskepzo","Ferfi","0",3,6,22,19,19,11,7,13,359.947,393.659,349.852
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",4,7,4,3,3,2,3,3,333.234,308.906,368.837
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,4,2,4,4,4,4,4,471.42,397.388,451.63
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,6,1,1,2,4,4,4,445.508,402.402,425.798
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,1,30,30,30,NA,NA,NA,420.019,352.65,391.622
"HUN      ","Szakmunkaskepzo","Ferfi","2",5,3,8,5,8,4,1,8,360.904,310.58,290.015
"HUN      ","Szakmunkaskepzo","Ferfi","2",2,1,11,19,16,10,5,14,426.847,354.676,321.093
"HUN      ","Szakmunkaskepzo","Ferfi","2",5,6,2,10,5,NA,NA,NA,447.46,410.076,503.137
"HUN      ","Szakmunkaskepzo","Ferfi","2",5,5,0,0,0,0,0,0,358.456,287.958,360.943
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,5,7,10,16,1,1,2,253.512,323.444,295.984
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",4,2,5,2,2,7,7,17,374.689,278.74,379.071
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,7,1,2,1,NA,NA,NA,450.96,409.429,401.695
"HUN      ","Szakmunkaskepzo","Ferfi","0",3,4,NA,NA,NA,6,9,9,353.359,339.898,424.945
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,6,1,0,1,1,2,2,466.222,509.923,519.062
"HUN      ","Szakmunkaskepzo","Ferfi","2",4,6,4,6,8,5,3,1,373.488,412.999,375.816
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,3,2,1,1,0,0,0,373.363,382.61,441.877
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,5,0,4,7,10,7,6,357.302,305.189,429.316
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,5,0,1,0,3,3,3,435.331,413.598,457.565
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,5,18,25,30,17,17,13,446.72,417.885,441.174
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,6,1,5,NA,1,1,1,435.241,396.538,399.113
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,4,1,4,1,1,1,1,415.271,410.786,450.711
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,2,3,2,3,3,4,2,392.666,289.339,357.317
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,6,1,5,1,1,1,1,419.257,437.022,429.062
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,2,1,2,1,5,1,1,430.626,333.171,371.751
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",5,6,1,2,3,1,7,NA,421.655,399.286,458.735
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,5,1,1,1,NA,NA,NA,459.976,473.362,469.3
"HUN      ","Szakmunkaskepzo","Ferfi","1",1,0,2,NA,NA,NA,NA,NA,525.628,455.734,487.948
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,0,NA,NA,NA,NA,NA,NA,540.973,462.585,500.989
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,0,1,1,1,NA,NA,NA,360.764,312.283,357.221
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,0,0,0,2,0,0,0,510.731,482.739,487.143
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,0,NA,NA,4,NA,2,2,534.876,483.884,519.168
"HUN      ","Gimn4Osztalyos","No","2",2,0,3,NA,1,NA,1,NA,445.198,478.634,468.159
"HUN      ","Gimn4Osztalyos","No","2",2,0,2,0,1,1,1,0,617.428,651.396,617.53
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,1,NA,2,NA,1,2,533.926,598.102,502.221
"HUN      ","Gimn4Osztalyos","No","0",2,0,1,0,1,0,0,0,579.019,573.39,555.341
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,2,2,1,NA,NA,NA,491.717,494.034,520.07
"HUN      ","Gimn4Osztalyos","No","2",2,0,4,0,5,NA,NA,NA,526.148,568.701,521.011
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,NA,NA,2,NA,NA,NA,564.877,602.322,595.058
"HUN      ","Gimn4Osztalyos","No",NA,NA,NA,3,NA,2,NA,NA,NA,573.986,597.419,539.159
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,1,0,1,0,1,1,384.247,383.656,344.635
"HUN      ","Gimn4Osztalyos","No","2",2,0,1,0,1,0,0,0,547.867,575.326,571.857
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,5,3,4,2,3,3,546.84,583.923,499.271
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,1,NA,1,NA,NA,NA,522.692,532.405,545.915
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,NA,NA,1,NA,NA,NA,482.851,567.353,579.736
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,1,NA,2,0,0,0,508.446,585.451,540.911
"HUN      ","Gimn4Osztalyos","No","1",2,0,6,4,6,0,0,0,457.517,466.292,450.731
"HUN      ","Gimn4Osztalyos","No","2",2,4,2,3,3,NA,NA,NA,517.96,474.691,442.258
"HUN      ","Gimn4Osztalyos","No","0",2,0,3,NA,3,NA,1,1,479.982,558.331,484.312
"HUN      ","Gimn4Osztalyos","No","1",2,0,0,NA,1,NA,NA,1,472.778,472.026,459.667
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",2,0,6,NA,3,0,0,0,544.521,551.902,523.002
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",2,0,2,0,1,0,0,0,659.566,657.024,662.645
"HUN      ","Gimn4Osztalyos","Ferfi","0",3,4,NA,NA,NA,6,4,7,546.676,577.446,564.525
"HUN      ","Gimn4Osztalyos","Ferfi","2",2,0,1,NA,2,NA,NA,NA,525.17,499.857,541.881
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",2,4,2,5,1,NA,2,NA,657.543,639.301,601.779
"HUN      ","Gimn4Osztalyos","Ferfi","1",2,0,2,7,2,NA,2,2,539.218,534.933,555.807
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",2,0,2,NA,4,NA,NA,NA,546.076,536.193,569.416
"HUN      ","Szakmunkaskepzo","No","0",6,0,2,NA,2,2,2,2,365.069,318.979,310.267
"HUN      ","Szakmunkaskepzo","No","2",3,0,1,2,4,NA,NA,NA,373.382,328.458,348.253
"HUN      ","Szakmunkaskepzo","No","1",3,2,6,7,7,NA,NA,NA,412.733,391.79,358.152
"HUN      ","Szakmunkaskepzo","No","1",3,6,1,NA,NA,NA,NA,NA,466.823,378.241,446.971
"HUN      ","Szakmunkaskepzo","No","1",3,6,1,1,NA,NA,NA,NA,348.834,310.597,344.781
"HUN      ","Szakmunkaskepzo","No","2",2,0,NA,NA,NA,NA,NA,NA,329.529,275.401,304.918
"HUN      ","Szakmunkaskepzo","No","1",NA,NA,NA,NA,NA,NA,NA,NA,302.864,250.69,240.684
"HUN      ","Szakmunkaskepzo","No","1",NA,NA,NA,NA,NA,NA,NA,NA,286.217,302.001,273.708
"HUN      ","Szakmunkaskepzo","No","1",NA,NA,NA,NA,NA,1,1,1,286.458,268.267,299.808
"HUN      ","Szakmunkaskepzo","No","2",3,9,8,8,4,10,9,10,296.657,298.995,322.459
"HUN      ","Szakmunkaskepzo","No","0",3,2,0,0,0,NA,NA,NA,299.397,257.401,250.105
"HUN      ","Szakmunkaskepzo","No","1",3,6,0,2,4,2,4,3,296.146,205.984,234.281
"HUN      ","Szakmunkaskepzo","No","1",3,11,10,6,4,15,5,12,398.601,319.591,375.817
"HUN      ","Szakmunkaskepzo","No",">=3",3,12,0,0,0,0,0,0,460.019,401.203,409.202
"HUN      ","Szakmunkaskepzo","No","1",2,0,1,NA,4,NA,NA,NA,526.354,488.584,547.839
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,0,2,NA,2,NA,2,2,416.88,358.229,382.331
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,0,8,15,5,5,10,3,379.739,299.206,304.389
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,2,1,4,3,3,4,6,588.325,475.254,562.483
"HUN      ","Szakmunkaskepzo","Ferfi","1",5,0,1,0,0,0,1,0,332.356,328.355,316.16
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,0,4,3,4,NA,NA,NA,381.601,289.789,341.487
"HUN      ","Szakmunkaskepzo","Ferfi",NA,NA,NA,NA,NA,NA,NA,NA,NA,355.173,388.218,371.808
"HUN      ","Szakmunkaskepzo","No","1",4,0,NA,NA,NA,NA,NA,NA,482.059,519.657,458.625
"HUN      ","Szakmunkaskepzo","No","1",3,0,20,0,20,0,0,0,367.427,347.897,317.741
"HUN      ","Szakmunkaskepzo","No","2",3,0,3,NA,2,3,1,0,377.42,284.675,357.1
"HUN      ","Szakmunkaskepzo","No",">=3",3,0,3,NA,2,NA,NA,NA,395.31,307.689,365.984
"HUN      ","Szakmunkaskepzo","No","2",3,0,NA,NA,NA,NA,NA,NA,365.39,365.585,363.976
"HUN      ","Szakmunkaskepzo","No","2",3,0,2,NA,1,0,0,NA,398.824,387.821,376.681
"HUN      ","Szakmunkaskepzo","No",">=3",3,0,5,NA,2,NA,NA,NA,500.064,456.109,468.317
"HUN      ","Szakmunkaskepzo","No","0",3,0,1,1,1,NA,NA,NA,385.771,323.113,397.015
"HUN      ","Szakmunkaskepzo","No","1",3,0,2,NA,2,7,7,7,434.06,361.174,376.962
"HUN      ","Szakmunkaskepzo","No","1",3,0,NA,NA,NA,NA,NA,NA,373.648,278.14,310.863
"HUN      ","Szakmunkaskepzo","No",">=3",3,0,2,NA,NA,NA,NA,NA,405.2,324.815,326.389
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,0,4,NA,3,NA,NA,NA,337.465,357.451,337.59
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,0,1,NA,NA,NA,NA,NA,420.087,454.513,446.54
"HUN      ","Szakkozep","No",">=3",4,4,1,1,1,0,0,0,657.667,598.256,631.075
"HUN      ","Szakkozep","Ferfi","2",4,4,4,2,4,0,0,0,672.354,649.412,651.628
"HUN      ","Szakkozep","Ferfi",">=3",4,4,1,1,2,0,0,0,418.6,430.544,421.051
"HUN      ","Szakkozep","Ferfi","2",4,4,1,0,1,0,0,0,555.037,520.925,538.323
"HUN      ","Szakkozep","Ferfi",">=3",4,4,2,3,1,0,0,0,577.806,631.902,574.774
"HUN      ","Szakkozep","Ferfi","2",4,4,2,2,2,0,1,1,496.379,512.086,506.068
"HUN      ","Szakkozep","Ferfi","2",4,6,1,1,1,0,0,0,514.429,514.886,501.242
"HUN      ","Szakkozep","Ferfi","1",4,6,1,1,1,0,1,0,511.59,455.951,539.947
"HUN      ","Szakkozep","Ferfi",NA,4,4,2,3,3,NA,NA,NA,568.984,590.539,575.96
"HUN      ","Szakkozep","Ferfi","2",4,4,1,0,2,NA,NA,NA,538.075,501.974,600.425
"HUN      ","Szakkozep","Ferfi",">=3",4,4,10,NA,5,NA,NA,NA,453.904,429.663,445.35
"HUN      ","Szakkozep","Ferfi",">=3",4,4,1,0,4,0,0,0,622.934,509.433,571.7
"HUN      ","Szakkozep","Ferfi",">=3",4,4,4,2,4,NA,NA,NA,672.252,622.643,648.871
"HUN      ","Szakkozep","Ferfi",">=3",4,4,3,4,2,NA,NA,NA,549.698,525.937,584.923
"HUN      ","Szakkozep","Ferfi","2",4,4,1,2,2,0,0,0,505.415,577.955,532.128
"HUN      ","Szakkozep","Ferfi",">=3",4,4,NA,NA,NA,0,0,NA,517.464,509.844,533.115
"HUN      ","Szakkozep","Ferfi","2",4,4,NA,NA,NA,NA,NA,NA,573.854,504.702,555.604
"HUN      ","Szakkozep","Ferfi",">=3",1,1,1,0,0,0,0,0,639.883,631.265,624.064
"HUN      ","Szakkozep","Ferfi","2",NA,NA,5,0,6,20,20,20,386.323,438.28,364.072
"HUN      ","Szakkozep","Ferfi",">=3",1,1,0,1,1,0,0,0,555.286,610.223,559.835
"HUN      ","Szakkozep","Ferfi",">=3",1,0,2,0,0,0,0,0,680.01,626.982,679.556
"HUN      ","Szakkozep","Ferfi","2",4,4,0,0,1,0,0,0,562.24,572.847,610.467
"HUN      ","Szakkozep","Ferfi","2",4,4,NA,NA,NA,NA,NA,NA,469.902,538.444,501.774
"HUN      ","Szakkozep","Ferfi",">=3",4,6,4,4,4,0,2,0,539.022,457.04,557.378
"HUN      ","Szakkozep","Ferfi",">=3",1,1,2,2,2,0,0,0,584.99,570.925,603.883
